Id,GRNRef,InvoiceRef,Warehouse_ID,Warehouse_Code,Warehouse_Name,PurchaseOrder_ID,CreatedBy,UpdatedBy,ReceivedDate,UpdatedDate,CreatedDate,PurchaseOrder,ProductCatNo,UOM,POItem,Quantity,CancelQty,UnitPrice,CurrentQuantity,ProductModel,MainCat,SubCat,ShippingAddr1,ShippingAddr2,ShippingAddr3,ShippingCity,Shipping_State,Shipping_Country,UnreceivedQty,Supplier_Code,Supplier_Name
98392A60-EC46-4E66-9CBF-FDC8D594165D,GR000002,15KTE1213,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,D968A2EB-DFD0-4BA2-9AFA-61BC9DFAFF66,MYINT-ZALINA,Nor Zalina Binti Rosli,2015-12-28,2020-07-13,2015-12-29,PO000001,320051000003,UNIT,ADAPTOR ( # 54 ),30,0,17,0,AC0207,"","","","","","",Selangor,Malaysia,0,VT12011,"XIAMEN K-POWER TRADING CO.,LTD"
E2E356ED-0754-43D6-B424-AD48B24FE7C5,GR000004,HEA1512111,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-07,2020-07-13,2016-01-08,PO000002,142901000016,UNIT,GEAR BOX,50,0,671,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
EE4A5FD2-1052-42CE-8B58-425B6542A7BF,GR000005,HEA1512102,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2015-12-15,2020-07-13,2016-01-10,PO000002,113326001500,SET,SET - HOOD - MAROON,20,0,124,0,OG7568,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893311300,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - KHAKI - RIGHT,7,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,133966860101,SET,LEATHER - WAIST - LEFT & RIGHT - FOX RED,20,0,27,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893210600,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - BLACK - LEFT,10,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,133953310801,UNIT,LEATHER - ARMREST PRESSURE - BROWN - RIGHT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893210100,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - FOX RED - LEFT,10,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893310100,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - FOX RED - RIGHT,10,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893211300,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - KHAKI - LEFT,7,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,133953210801,UNIT,LEATHER - ARMREST PRESSURE - BROWN - LEFT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,133953311500,UNIT,LEATHER - ARMREST PRESSURE - MAROON - RIGHT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,141893310600,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - BLACK - RIGHT,10,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
C3929551-C709-42BE-9010-4B3F02EE8823,GR000020,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-22,2020-07-13,2016-02-03,PO000002,133953211500,UNIT,LEATHER - ARMREST PRESSURE - MAROON - LEFT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
9F0F3321-2C64-41B9-B1CA-E493906EC9FE,GR000043,HEA1603105,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-03-21,2020-07-13,2016-03-28,PO000002,141893211300,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - KHAKI - LEFT,3,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
9F0F3321-2C64-41B9-B1CA-E493906EC9FE,GR000043,HEA1603105,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-03-21,2020-07-13,2016-03-28,PO000002,141893311300,UNIT,SET - SIDE COVER WITH ARMREST PRESSURE - KHAKI - RIGHT,3,0,209,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
18021F50-7B97-42DF-97BE-D1A9F1CB0000,GR000069,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-05-05,2020-07-13,2016-05-10,PO000002,133953210801,UNIT,LEATHER - ARMREST PRESSURE - BROWN - LEFT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
18021F50-7B97-42DF-97BE-D1A9F1CB0000,GR000069,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-05-05,2020-07-13,2016-05-10,PO000002,133953211500,UNIT,LEATHER - ARMREST PRESSURE - MAROON - LEFT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
18021F50-7B97-42DF-97BE-D1A9F1CB0000,GR000069,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-05-05,2020-07-13,2016-05-10,PO000002,133953311500,UNIT,LEATHER - ARMREST PRESSURE - MAROON - RIGHT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
18021F50-7B97-42DF-97BE-D1A9F1CB0000,GR000069,HEA1601103,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-05-05,2020-07-13,2016-05-10,PO000002,133953310801,UNIT,LEATHER - ARMREST PRESSURE - BROWN - RIGHT,10,0,35,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
E83C5195-0F9E-4792-B2C0-A6C6CDD82366,GR000160,HEA1607112,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-08-05,2020-07-13,2016-08-09,PO000002,151051860001,SET,BRACKET - SHOULDER - LEFT & RIGHT,30,0,9,0,OG7568,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
